Nom,National №,Type,Species,Height,Weight,Abilities,Local №,EV yield,Catch rate,Base Friendship,Base Exp.,Growth Rate,Egg Groups,Gender,Egg cycles,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Total,Image
Machamp,0068,Fighting,Superpower Pokémon,1.6 m (5′03″),130.0 kg (286.6 lbs),1. | Guts | 2. | No Guard | Steadfast | (hidden ability),0068 | (Yellow/Red/Blue) | 0142 | (Gold/Silver/Crystal) | 0075 | (Ruby/Sapphire/Emerald) | 0068 | (FireRed/LeafGreen) | 0042 | (Diamond/Pearl) | 0042 | (Platinum) | 0144 | (HeartGold/SoulSilver) | 0059 | (X/Y — Coastal Kalos) | 0077 | (Omega Ruby/Alpha Sapphire) | 0097 | (Sun/Moon — Alola dex) | 0119 | (U.Sun/U.Moon — Alola dex) | 0068 | (Let's Go Pikachu/Let's Go Eevee) | 0140 | (Sword/Shield) | 0042 | (Brilliant Diamond/Shining Pearl) | 0156 | (Legends: Arceus) | 0127 | (Legends: Z-A),3 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),227,Medium Slow,Human-Like,"75% male, 25% female","20				(4,884–5,140 steps)",90,130,80,65,85,55,505,https://img.pokemondb.net/artwork/large/machamp.jpg
Bellsprout,0069,Grass | Poison,Flower Pokémon,0.7 m (2′04″),4.0 kg (8.8 lbs),1. | Chlorophyll | Gluttony | (hidden ability),0069 | (Red/Blue/Yellow) | 0064 | (Gold/Silver/Crystal) | 0069 | (FireRed/LeafGreen) | 0064 | (HeartGold/SoulSilver) | 0026 | (X/Y — Mountain Kalos) | 0069 | (Let's Go Pikachu/Let's Go Eevee) | 0074 | (Legends: Z-A) | 0023 | (The Teal Mask),1 Attack,"255 (33.3% with PokéBall, full HP)",50 (normal),60,Medium Slow,Grass,"50% male, 50% female","20				(4,884–5,140 steps)",50,75,35,70,30,40,300,https://img.pokemondb.net/artwork/large/bellsprout.jpg
Weepinbell,0070,Grass | Poison,Flycatcher Pokémon,1.0 m (3′03″),6.4 kg (14.1 lbs),1. | Chlorophyll | Gluttony | (hidden ability),0070 | (Red/Blue/Yellow) | 0065 | (Gold/Silver/Crystal) | 0070 | (FireRed/LeafGreen) | 0065 | (HeartGold/SoulSilver) | 0027 | (X/Y — Mountain Kalos) | 0070 | (Let's Go Pikachu/Let's Go Eevee) | 0075 | (Legends: Z-A) | 0024 | (The Teal Mask),2 Attack,"120 (15.7% with PokéBall, full HP)",50 (normal),137,Medium Slow,Grass,"50% male, 50% female","20				(4,884–5,140 steps)",65,90,50,85,45,55,390,https://img.pokemondb.net/artwork/large/weepinbell.jpg
Victreebel,0071,Grass | Poison,Flycatcher Pokémon,1.7 m (5′07″),15.5 kg (34.2 lbs),1. | Chlorophyll | Gluttony | (hidden ability),0071 | (Red/Blue/Yellow) | 0066 | (Gold/Silver/Crystal) | 0071 | (FireRed/LeafGreen) | 0066 | (HeartGold/SoulSilver) | 0028 | (X/Y — Mountain Kalos) | 0071 | (Let's Go Pikachu/Let's Go Eevee) | 0076 | (Legends: Z-A) | 0025 | (The Teal Mask),3 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),221,Medium Slow,Grass,"50% male, 50% female","20				(4,884–5,140 steps)",80,105,65,100,70,70,490,https://img.pokemondb.net/artwork/large/victreebel.jpg
Tentacool,0072,Water | Poison,Jellyfish Pokémon,0.9 m (2′11″),45.5 kg (100.3 lbs),1. | Clear Body | 2. | Liquid Ooze | Rain Dish | (hidden ability),0072 | (Yellow/Red/Blue) | 0162 | (Gold/Silver/Crystal) | 0066 | (Ruby/Sapphire/Emerald) | 0072 | (FireRed/LeafGreen) | 0136 | (Diamond/Pearl) | 0136 | (Platinum) | 0164 | (HeartGold/SoulSilver) | 0025 | (X/Y — Coastal Kalos) | 0068 | (Omega Ruby/Alpha Sapphire) | 0106 | (Sun/Moon — Alola dex) | 0129 | (U.Sun/U.Moon — Alola dex) | 0072 | (Let's Go Pikachu/Let's Go Eevee) | 0136 | (Brilliant Diamond/Shining Pearl) | 0170 | (Legends: Arceus) | 0040 | (The Isle of Armor) | 0050 | (The Indigo Disk),1 Sp. Def,"190 (24.8% with PokéBall, full HP)",50 (normal),67,Slow,Water 3,"50% male, 50% female","20				(4,884–5,140 steps)",40,40,35,50,100,70,335,https://img.pokemondb.net/artwork/large/tentacool.jpg
Tentacruel,0073,Water | Poison,Jellyfish Pokémon,1.6 m (5′03″),55.0 kg (121.3 lbs),1. | Clear Body | 2. | Liquid Ooze | Rain Dish | (hidden ability),0073 | (Yellow/Red/Blue) | 0163 | (Gold/Silver/Crystal) | 0067 | (Ruby/Sapphire/Emerald) | 0073 | (FireRed/LeafGreen) | 0137 | (Diamond/Pearl) | 0137 | (Platinum) | 0165 | (HeartGold/SoulSilver) | 0026 | (X/Y — Coastal Kalos) | 0069 | (Omega Ruby/Alpha Sapphire) | 0107 | (Sun/Moon — Alola dex) | 0130 | (U.Sun/U.Moon — Alola dex) | 0073 | (Let's Go Pikachu/Let's Go Eevee) | 0137 | (Brilliant Diamond/Shining Pearl) | 0171 | (Legends: Arceus) | 0041 | (The Isle of Armor) | 0051 | (The Indigo Disk),2 Sp. Def,"60 (7.8% with PokéBall, full HP)",50 (normal),180,Slow,Water 3,"50% male, 50% female","20				(4,884–5,140 steps)",80,70,65,80,120,100,515,https://img.pokemondb.net/artwork/large/tentacruel.jpg
Geodude,0074,Rock | Ground,Rock Pokémon,0.4 m (1′04″),20.0 kg (44.1 lbs),1. | Rock Head | 2. | Sturdy | Sand Veil | (hidden ability),0074 | (Yellow/Red/Blue) | 0034 | (Gold/Silver/Crystal) | 0057 | (Ruby/Sapphire/Emerald) | 0074 | (FireRed/LeafGreen) | 0031 | (Diamond/Pearl) | 0031 | (Platinum) | 0034 | (HeartGold/SoulSilver) | 0009 | (X/Y — Mountain Kalos) | 0058 | (Omega Ruby/Alpha Sapphire) | 0229 | (Sun/Moon — Alola dex) | 0298 | (U.Sun/U.Moon — Alola dex) | 0074 | (Let's Go Pikachu/Let's Go Eevee) | 0031 | (Brilliant Diamond/Shining Pearl) | 0046 | (Legends: Arceus) | 0080 | (The Teal Mask) | 0096 | (The Indigo Disk),1 Defense,"255 (33.3% with PokéBall, full HP)",50 (normal),60,Medium Slow,Mineral,"50% male, 50% female","15				(3,599–3,855 steps)",40,80,100,30,30,20,300,https://img.pokemondb.net/artwork/large/geodude.jpg
Graveler,0075,Rock | Ground,Rock Pokémon,1.0 m (3′03″),105.0 kg (231.5 lbs),1. | Rock Head | 2. | Sturdy | Sand Veil | (hidden ability),0075 | (Yellow/Red/Blue) | 0035 | (Gold/Silver/Crystal) | 0058 | (Ruby/Sapphire/Emerald) | 0075 | (FireRed/LeafGreen) | 0032 | (Diamond/Pearl) | 0032 | (Platinum) | 0035 | (HeartGold/SoulSilver) | 0010 | (X/Y — Mountain Kalos) | 0059 | (Omega Ruby/Alpha Sapphire) | 0230 | (Sun/Moon — Alola dex) | 0299 | (U.Sun/U.Moon — Alola dex) | 0075 | (Let's Go Pikachu/Let's Go Eevee) | 0032 | (Brilliant Diamond/Shining Pearl) | 0047 | (Legends: Arceus) | 0081 | (The Teal Mask) | 0097 | (The Indigo Disk),2 Defense,"120 (15.7% with PokéBall, full HP)",50 (normal),137,Medium Slow,Mineral,"50% male, 50% female","15				(3,599–3,855 steps)",55,95,115,45,45,35,390,https://img.pokemondb.net/artwork/large/graveler.jpg
Golem,0076,Rock | Ground,Megaton Pokémon,1.4 m (4′07″),300.0 kg (661.4 lbs),1. | Rock Head | 2. | Sturdy | Sand Veil | (hidden ability),0076 | (Yellow/Red/Blue) | 0036 | (Gold/Silver/Crystal) | 0059 | (Ruby/Sapphire/Emerald) | 0076 | (FireRed/LeafGreen) | 0033 | (Diamond/Pearl) | 0033 | (Platinum) | 0036 | (HeartGold/SoulSilver) | 0011 | (X/Y — Mountain Kalos) | 0060 | (Omega Ruby/Alpha Sapphire) | 0231 | (Sun/Moon — Alola dex) | 0300 | (U.Sun/U.Moon — Alola dex) | 0076 | (Let's Go Pikachu/Let's Go Eevee) | 0033 | (Brilliant Diamond/Shining Pearl) | 0048 | (Legends: Arceus) | 0082 | (The Teal Mask) | 0098 | (The Indigo Disk),3 Defense,"45 (5.9% with PokéBall, full HP)",50 (normal),223,Medium Slow,Mineral,"50% male, 50% female","15				(3,599–3,855 steps)",80,120,130,55,65,45,495,https://img.pokemondb.net/artwork/large/golem.jpg
Ponyta,0077,Fire,Fire Horse Pokémon,1.0 m (3′03″),30.0 kg (66.1 lbs),1. | Run Away | 2. | Flash Fire | Flame Body | (hidden ability),0077 | (Red/Blue/Yellow) | 0201 | (Gold/Silver/Crystal) | 0077 | (FireRed/LeafGreen) | 0090 | (Diamond/Pearl) | 0090 | (Platinum) | 0206 | (HeartGold/SoulSilver) | 0077 | (Let's Go Pikachu/Let's Go Eevee) | 0333 | (Sword/Shield) | 0090 | (Brilliant Diamond/Shining Pearl) | 0023 | (Legends: Arceus) | 0105 | (The Crown Tundra),1 Speed,"190 (24.8% with PokéBall, full HP)",50 (normal),82,Medium Fast,Field,"50% male, 50% female","20				(4,884–5,140 steps)",50,85,55,65,65,90,410,https://img.pokemondb.net/artwork/large/ponyta.jpg
Rapidash,0078,Fire,Fire Horse Pokémon,1.7 m (5′07″),95.0 kg (209.4 lbs),1. | Run Away | 2. | Flash Fire | Flame Body | (hidden ability),0078 | (Red/Blue/Yellow) | 0202 | (Gold/Silver/Crystal) | 0078 | (FireRed/LeafGreen) | 0091 | (Diamond/Pearl) | 0091 | (Platinum) | 0207 | (HeartGold/SoulSilver) | 0078 | (Let's Go Pikachu/Let's Go Eevee) | 0334 | (Sword/Shield) | 0091 | (Brilliant Diamond/Shining Pearl) | 0024 | (Legends: Arceus) | 0106 | (The Crown Tundra),2 Speed,"60 (7.8% with PokéBall, full HP)",50 (normal),175,Medium Fast,Field,"50% male, 50% female","20				(4,884–5,140 steps)",65,100,70,80,80,105,500,https://img.pokemondb.net/artwork/large/rapidash.jpg
Slowpoke,0079,Water | Psychic,Dopey Pokémon,1.2 m (3′11″),36.0 kg (79.4 lbs),1. | Oblivious | 2. | Own Tempo | Regenerator | (hidden ability),0079 | (Red/Blue/Yellow) | 0080 | (Gold/Silver/Crystal) | 0079 | (FireRed/LeafGreen) | 0080 | (HeartGold/SoulSilver) | 0133 | (X/Y — Coastal Kalos) | 0037 | (Sun/Moon — Alola dex) | 0044 | (U.Sun/U.Moon — Alola dex) | 0079 | (Let's Go Pikachu/Let's Go Eevee) | 0324 | (Scarlet/Violet) | 0137 | (Legends: Z-A) | 0001 | (The Isle of Armor) | 0075 | (The Indigo Disk),1 HP,"190 (24.8% with PokéBall, full HP)",50 (normal),63,Medium Fast,"Monster, Water 1","50% male, 50% female","20				(4,884–5,140 steps)",90,65,65,40,40,15,315,https://img.pokemondb.net/artwork/large/slowpoke.jpg
Slowbro,0080,Water | Psychic,Hermit Crab Pokémon,1.6 m (5′03″),78.5 kg (173.1 lbs),1. | Oblivious | 2. | Own Tempo | Regenerator | (hidden ability),0080 | (Red/Blue/Yellow) | 0081 | (Gold/Silver/Crystal) | 0080 | (FireRed/LeafGreen) | 0081 | (HeartGold/SoulSilver) | 0134 | (X/Y — Coastal Kalos) | 0038 | (Sun/Moon — Alola dex) | 0045 | (U.Sun/U.Moon — Alola dex) | 0080 | (Let's Go Pikachu/Let's Go Eevee) | 0325 | (Scarlet/Violet) | 0138 | (Legends: Z-A) | 0002 | (The Isle of Armor) | 0076 | (The Indigo Disk),2 Defense,"75 (9.8% with PokéBall, full HP)",50 (normal),172,Medium Fast,"Monster, Water 1","50% male, 50% female","20				(4,884–5,140 steps)",95,75,110,100,80,30,490,https://img.pokemondb.net/artwork/large/slowbro.jpg
Magnemite,0081,Electric | Steel,Magnet Pokémon,0.3 m (1′00″),6.0 kg (13.2 lbs),1. | Magnet Pull | 2. | Sturdy | Analytic | (hidden ability),0081 | (Yellow/Red/Blue) | 0118 | (Gold/Silver/Crystal) | 0082 | (Ruby/Sapphire/Emerald) | 0081 | (FireRed/LeafGreen) | 0178 | (Platinum) | 0119 | (HeartGold/SoulSilver) | 0048 | (Black 2/White 2) | 0069 | (X/Y — Mountain Kalos) | 0084 | (Omega Ruby/Alpha Sapphire) | 0047 | (Sun/Moon — Alola dex) | 0054 | (U.Sun/U.Moon — Alola dex) | 0081 | (Let's Go Pikachu/Let's Go Eevee) | 0177 | (Legends: Arceus) | 0209 | (Scarlet/Violet) | 0105 | (The Isle of Armor) | 0116 | (The Indigo Disk),1 Sp. Atk,"190 (24.8% with PokéBall, full HP)",50 (normal),65,Medium Fast,Mineral,Genderless,"20				(4,884–5,140 steps)",25,35,70,95,55,45,325,https://img.pokemondb.net/artwork/large/magnemite.jpg
Magneton,0082,Electric | Steel,Magnet Pokémon,1.0 m (3′03″),60.0 kg (132.3 lbs),1. | Magnet Pull | 2. | Sturdy | Analytic | (hidden ability),0082 | (Yellow/Red/Blue) | 0119 | (Gold/Silver/Crystal) | 0083 | (Ruby/Sapphire/Emerald) | 0082 | (FireRed/LeafGreen) | 0179 | (Platinum) | 0120 | (HeartGold/SoulSilver) | 0049 | (Black 2/White 2) | 0070 | (X/Y — Mountain Kalos) | 0085 | (Omega Ruby/Alpha Sapphire) | 0048 | (Sun/Moon — Alola dex) | 0055 | (U.Sun/U.Moon — Alola dex) | 0082 | (Let's Go Pikachu/Let's Go Eevee) | 0178 | (Legends: Arceus) | 0210 | (Scarlet/Violet) | 0106 | (The Isle of Armor) | 0117 | (The Indigo Disk),2 Sp. Atk,"60 (7.8% with PokéBall, full HP)",50 (normal),163,Medium Fast,Mineral,Genderless,"20				(4,884–5,140 steps)",50,60,95,120,70,70,465,https://img.pokemondb.net/artwork/large/magneton.jpg
Farfetch'd,0083,Normal | Flying,Wild Duck Pokémon,0.8 m (2′07″),15.0 kg (33.1 lbs),1. | Keen Eye | 2. | Inner Focus | Defiant | (hidden ability),0083 | (Red/Blue/Yellow) | 0158 | (Gold/Silver/Crystal) | 0083 | (FireRed/LeafGreen) | 0160 | (HeartGold/SoulSilver) | 0061 | (X/Y — Central Kalos) | 0083 | (Let's Go Pikachu/Let's Go Eevee) | 0218 | (Sword/Shield),1 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),132,Medium Fast,"Field, Flying","50% male, 50% female","20				(4,884–5,140 steps)",52,90,55,58,62,60,377,https://img.pokemondb.net/artwork/large/farfetchd.jpg
Doduo,0084,Normal | Flying,Twin Bird Pokémon,1.4 m (4′07″),39.2 kg (86.4 lbs),1. | Run Away | 2. | Early Bird | Tangled Feet | (hidden ability),0084 | (Red/Blue/Yellow) | 0199 | (Gold/Silver/Crystal) | 0092 | (Ruby/Sapphire/Emerald) | 0084 | (FireRed/LeafGreen) | 0204 | (HeartGold/SoulSilver) | 0094 | (X/Y — Central Kalos) | 0095 | (Omega Ruby/Alpha Sapphire) | 0084 | (Let's Go Pikachu/Let's Go Eevee) | 0001 | (The Indigo Disk),1 Attack,"190 (24.8% with PokéBall, full HP)",50 (normal),62,Medium Fast,Flying,"50% male, 50% female","20				(4,884–5,140 steps)",35,85,45,35,35,75,310,https://img.pokemondb.net/artwork/large/doduo.jpg
Dodrio,0085,Normal | Flying,Triple Bird Pokémon,1.8 m (5′11″),85.2 kg (187.8 lbs),1. | Run Away | 2. | Early Bird | Tangled Feet | (hidden ability),0085 | (Red/Blue/Yellow) | 0200 | (Gold/Silver/Crystal) | 0093 | (Ruby/Sapphire/Emerald) | 0085 | (FireRed/LeafGreen) | 0205 | (HeartGold/SoulSilver) | 0095 | (X/Y — Central Kalos) | 0096 | (Omega Ruby/Alpha Sapphire) | 0085 | (Let's Go Pikachu/Let's Go Eevee) | 0002 | (The Indigo Disk),2 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),165,Medium Fast,Flying,"50% male, 50% female","20				(4,884–5,140 steps)",60,110,70,60,60,110,470,https://img.pokemondb.net/artwork/large/dodrio.jpg
Seel,0086,Water,Sea Lion Pokémon,1.1 m (3′07″),90.0 kg (198.4 lbs),1. | Thick Fat | 2. | Hydration | Ice Body | (hidden ability),0086 | (Red/Blue/Yellow) | 0176 | (Gold/Silver/Crystal) | 0086 | (FireRed/LeafGreen) | 0178 | (HeartGold/SoulSilver) | 0265 | (Black 2/White 2) | 0115 | (U.Sun/U.Moon — Alola dex) | 0086 | (Let's Go Pikachu/Let's Go Eevee) | 0143 | (The Indigo Disk),1 Sp. Def,"190 (24.8% with PokéBall, full HP)",50 (normal),65,Medium Fast,"Field, Water 1","50% male, 50% female","20				(4,884–5,140 steps)",65,45,55,45,70,45,325,https://img.pokemondb.net/artwork/large/seel.jpg
Dewgong,0087,Water | Ice,Sea Lion Pokémon,1.7 m (5′07″),120.0 kg (264.6 lbs),1. | Thick Fat | 2. | Hydration | Ice Body | (hidden ability),0087 | (Red/Blue/Yellow) | 0177 | (Gold/Silver/Crystal) | 0087 | (FireRed/LeafGreen) | 0179 | (HeartGold/SoulSilver) | 0266 | (Black 2/White 2) | 0116 | (U.Sun/U.Moon — Alola dex) | 0087 | (Let's Go Pikachu/Let's Go Eevee) | 0144 | (The Indigo Disk),2 Sp. Def,"75 (9.8% with PokéBall, full HP)",50 (normal),166,Medium Fast,"Field, Water 1","50% male, 50% female","20				(4,884–5,140 steps)",90,70,80,70,95,70,475,https://img.pokemondb.net/artwork/large/dewgong.jpg
Grimer,0088,Poison,Sludge Pokémon,0.9 m (2′11″),30.0 kg (66.1 lbs),1. | Stench | 2. | Sticky Hold | Poison Touch | (hidden ability),0088 | (Red/Blue/Yellow) | 0116 | (Gold/Silver/Crystal) | 0106 | (Ruby/Sapphire/Emerald) | 0088 | (FireRed/LeafGreen) | 0117 | (HeartGold/SoulSilver) | 0064 | (Black 2/White 2) | 0111 | (Omega Ruby/Alpha Sapphire) | 0050 | (Sun/Moon — Alola dex) | 0057 | (U.Sun/U.Moon — Alola dex) | 0088 | (Let's Go Pikachu/Let's Go Eevee) | 0194 | (Scarlet/Violet) | 0068 | (The Indigo Disk),1 HP,"190 (24.8% with PokéBall, full HP)",50 (normal),65,Medium Fast,Amorphous,"50% male, 50% female","20				(4,884–5,140 steps)",80,80,50,40,50,25,325,https://img.pokemondb.net/artwork/large/grimer.jpg
Muk,0089,Poison,Sludge Pokémon,1.2 m (3′11″),30.0 kg (66.1 lbs),1. | Stench | 2. | Sticky Hold | Poison Touch | (hidden ability),0089 | (Red/Blue/Yellow) | 0117 | (Gold/Silver/Crystal) | 0107 | (Ruby/Sapphire/Emerald) | 0089 | (FireRed/LeafGreen) | 0118 | (HeartGold/SoulSilver) | 0065 | (Black 2/White 2) | 0112 | (Omega Ruby/Alpha Sapphire) | 0051 | (Sun/Moon — Alola dex) | 0058 | (U.Sun/U.Moon — Alola dex) | 0089 | (Let's Go Pikachu/Let's Go Eevee) | 0195 | (Scarlet/Violet) | 0069 | (The Indigo Disk),"1 HP, 1 Attack","75 (9.8% with PokéBall, full HP)",50 (normal),175,Medium Fast,Amorphous,"50% male, 50% female","20				(4,884–5,140 steps)",105,105,75,65,100,50,500,https://img.pokemondb.net/artwork/large/muk.jpg
Shellder,0090,Water,Bivalve Pokémon,0.3 m (1′00″),4.0 kg (8.8 lbs),1. | Shell Armor | 2. | Skill Link | Overcoat | (hidden ability),0090 | (Red/Blue/Yellow) | 0169 | (Gold/Silver/Crystal) | 0090 | (FireRed/LeafGreen) | 0171 | (HeartGold/SoulSilver) | 0036 | (X/Y — Coastal Kalos) | 0115 | (Sun/Moon — Alola dex) | 0138 | (U.Sun/U.Moon — Alola dex) | 0090 | (Let's Go Pikachu/Let's Go Eevee) | 0150 | (Sword/Shield) | 0329 | (Scarlet/Violet) | 0131 | (The Isle of Armor),1 Defense,"190 (24.8% with PokéBall, full HP)",50 (normal),61,Slow,Water 3,"50% male, 50% female","20				(4,884–5,140 steps)",30,65,100,45,25,40,305,https://img.pokemondb.net/artwork/large/shellder.jpg
Cloyster,0091,Water | Ice,Bivalve Pokémon,1.5 m (4′11″),132.5 kg (292.1 lbs),1. | Shell Armor | 2. | Skill Link | Overcoat | (hidden ability),0091 | (Red/Blue/Yellow) | 0170 | (Gold/Silver/Crystal) | 0091 | (FireRed/LeafGreen) | 0172 | (HeartGold/SoulSilver) | 0037 | (X/Y — Coastal Kalos) | 0116 | (Sun/Moon — Alola dex) | 0139 | (U.Sun/U.Moon — Alola dex) | 0091 | (Let's Go Pikachu/Let's Go Eevee) | 0151 | (Sword/Shield) | 0330 | (Scarlet/Violet) | 0132 | (The Isle of Armor),2 Defense,"60 (7.8% with PokéBall, full HP)",50 (normal),184,Slow,Water 3,"50% male, 50% female","20				(4,884–5,140 steps)",50,95,180,85,45,70,525,https://img.pokemondb.net/artwork/large/cloyster.jpg
Gastly,0092,Ghost | Poison,Gas Pokémon,1.3 m (4′03″),0.1 kg (0.2 lbs),1. | Levitate,0092 | (Yellow/Red/Blue) | 0058 | (Gold/Silver/Crystal) | 0092 | (FireRed/LeafGreen) | 0069 | (Diamond/Pearl) | 0069 | (Platinum) | 0058 | (HeartGold/SoulSilver) | 0030 | (X/Y — Mountain Kalos) | 0061 | (Sun/Moon — Alola dex) | 0073 | (U.Sun/U.Moon — Alola dex) | 0092 | (Let's Go Pikachu/Let's Go Eevee) | 0141 | (Sword/Shield) | 0069 | (Brilliant Diamond/Shining Pearl) | 0136 | (Legends: Arceus) | 0068 | (Scarlet/Violet) | 0065 | (Legends: Z-A) | 0118 | (The Teal Mask),1 Sp. Atk,"190 (24.8% with PokéBall, full HP)",50 (normal),62,Medium Slow,Amorphous,"50% male, 50% female","20				(4,884–5,140 steps)",30,35,30,100,35,80,310,https://img.pokemondb.net/artwork/large/gastly.jpg
Haunter,0093,Ghost | Poison,Gas Pokémon,1.6 m (5′03″),0.1 kg (0.2 lbs),1. | Levitate,0093 | (Yellow/Red/Blue) | 0059 | (Gold/Silver/Crystal) | 0093 | (FireRed/LeafGreen) | 0070 | (Diamond/Pearl) | 0070 | (Platinum) | 0059 | (HeartGold/SoulSilver) | 0031 | (X/Y — Mountain Kalos) | 0062 | (Sun/Moon — Alola dex) | 0074 | (U.Sun/U.Moon — Alola dex) | 0093 | (Let's Go Pikachu/Let's Go Eevee) | 0142 | (Sword/Shield) | 0070 | (Brilliant Diamond/Shining Pearl) | 0137 | (Legends: Arceus) | 0069 | (Scarlet/Violet) | 0066 | (Legends: Z-A) | 0119 | (The Teal Mask),2 Sp. Atk,"90 (11.8% with PokéBall, full HP)",50 (normal),142,Medium Slow,Amorphous,"50% male, 50% female","20				(4,884–5,140 steps)",45,50,45,115,55,95,405,https://img.pokemondb.net/artwork/large/haunter.jpg
Gengar,0094,Ghost | Poison,Shadow Pokémon,1.5 m (4′11″),40.5 kg (89.3 lbs),1. | Cursed Body,0094 | (Yellow/Red/Blue) | 0060 | (Gold/Silver/Crystal) | 0094 | (FireRed/LeafGreen) | 0071 | (Diamond/Pearl) | 0071 | (Platinum) | 0060 | (HeartGold/SoulSilver) | 0032 | (X/Y — Mountain Kalos) | 0063 | (Sun/Moon — Alola dex) | 0075 | (U.Sun/U.Moon — Alola dex) | 0094 | (Let's Go Pikachu/Let's Go Eevee) | 0143 | (Sword/Shield) | 0071 | (Brilliant Diamond/Shining Pearl) | 0138 | (Legends: Arceus) | 0070 | (Scarlet/Violet) | 0067 | (Legends: Z-A) | 0120 | (The Teal Mask),3 Sp. Atk,"45 (5.9% with PokéBall, full HP)",50 (normal),250,Medium Slow,Amorphous,"50% male, 50% female","20				(4,884–5,140 steps)",60,65,60,130,75,110,500,https://img.pokemondb.net/artwork/large/gengar.jpg
Onix,0095,Rock | Ground,Rock Snake Pokémon,8.8 m (28′10″),210.0 kg (463.0 lbs),1. | Rock Head | 2. | Sturdy | Weak Armor | (hidden ability),0095 | (Red/Blue/Yellow) | 0062 | (Gold/Silver/Crystal) | 0095 | (FireRed/LeafGreen) | 0034 | (Diamond/Pearl) | 0034 | (Platinum) | 0062 | (HeartGold/SoulSilver) | 0071 | (Black 2/White 2) | 0053 | (X/Y — Coastal Kalos) | 0095 | (Let's Go Pikachu/Let's Go Eevee) | 0178 | (Sword/Shield) | 0034 | (Brilliant Diamond/Shining Pearl) | 0118 | (Legends: Arceus) | 0197 | (Legends: Z-A),1 Defense,"45 (5.9% with PokéBall, full HP)",50 (normal),77,Medium Fast,Mineral,"50% male, 50% female","25				(6,169–6,425 steps)",35,45,160,30,45,70,385,https://img.pokemondb.net/artwork/large/onix.jpg
Drowzee,0096,Psychic,Hypnosis Pokémon,1.0 m (3′03″),32.4 kg (71.4 lbs),1. | Insomnia | 2. | Forewarn | Inner Focus | (hidden ability),0096 | (Red/Blue/Yellow) | 0087 | (Gold/Silver/Crystal) | 0096 | (FireRed/LeafGreen) | 0087 | (HeartGold/SoulSilver) | 0054 | (Sun/Moon — Alola dex) | 0066 | (U.Sun/U.Moon — Alola dex) | 0096 | (Let's Go Pikachu/Let's Go Eevee) | 0066 | (Scarlet/Violet),1 Sp. Def,"190 (24.8% with PokéBall, full HP)",50 (normal),66,Medium Fast,Human-Like,"50% male, 50% female","20				(4,884–5,140 steps)",60,48,45,43,90,42,328,https://img.pokemondb.net/artwork/large/drowzee.jpg
Hypno,0097,Psychic,Hypnosis Pokémon,1.6 m (5′03″),75.6 kg (166.7 lbs),1. | Insomnia | 2. | Forewarn | Inner Focus | (hidden ability),0097 | (Red/Blue/Yellow) | 0088 | (Gold/Silver/Crystal) | 0097 | (FireRed/LeafGreen) | 0088 | (HeartGold/SoulSilver) | 0055 | (Sun/Moon — Alola dex) | 0067 | (U.Sun/U.Moon — Alola dex) | 0097 | (Let's Go Pikachu/Let's Go Eevee) | 0067 | (Scarlet/Violet),2 Sp. Def,"75 (9.8% with PokéBall, full HP)",50 (normal),169,Medium Fast,Human-Like,"50% male, 50% female","20				(4,884–5,140 steps)",85,73,70,73,115,67,483,https://img.pokemondb.net/artwork/large/hypno.jpg
Krabby,0098,Water,River Crab Pokémon,0.4 m (1′04″),6.5 kg (14.3 lbs),1. | Hyper Cutter | 2. | Shell Armor | Sheer Force | (hidden ability),0098 | (Red/Blue/Yellow) | 0164 | (Gold/Silver/Crystal) | 0098 | (FireRed/LeafGreen) | 0166 | (HeartGold/SoulSilver) | 0098 | (Let's Go Pikachu/Let's Go Eevee) | 0098 | (Sword/Shield) | 0038 | (The Isle of Armor),1 Attack,"225 (29.4% with PokéBall, full HP)",50 (normal),65,Medium Fast,Water 3,"50% male, 50% female","20				(4,884–5,140 steps)",30,105,90,25,25,50,325,https://img.pokemondb.net/artwork/large/krabby.jpg
Kingler,0099,Water,Pincer Pokémon,1.3 m (4′03″),60.0 kg (132.3 lbs),1. | Hyper Cutter | 2. | Shell Armor | Sheer Force | (hidden ability),0099 | (Red/Blue/Yellow) | 0165 | (Gold/Silver/Crystal) | 0099 | (FireRed/LeafGreen) | 0167 | (HeartGold/SoulSilver) | 0099 | (Let's Go Pikachu/Let's Go Eevee) | 0099 | (Sword/Shield) | 0039 | (The Isle of Armor),2 Attack,"60 (7.8% with PokéBall, full HP)",50 (normal),166,Medium Fast,Water 3,"50% male, 50% female","20				(4,884–5,140 steps)",55,130,115,50,50,75,475,https://img.pokemondb.net/artwork/large/kingler.jpg
